review_id;text;stars;user_id;business_id
UWQAPPcxz3Cyoid35HmIzw;Les Philosophes is a cafe and brasserie with classic French cuisine and a few global influences on the menu. Our server here was super enthusiastic and...;5;R7L6Fz8_SJuPJx3TqwzfTA;qz7R7oLeEEfvKOlWCxqMVw
6TSIPSEsw7OTIDFT5L0a7g;Outstanding neighborhood café near our apartment. Excellent service. Terrific food, all fait maison. Lovely terrace. Don't seat yourself- simply wait...;5;uCb1FtRmPzscnjTtGdB5jQ;qz7R7oLeEEfvKOlWCxqMVw
je-irHEOowEqeO5Vwum-Jw;One of the best places I've ever been. Friendly service kind people. everyone knows everyone that comes here. You can tell the regulars, and old-time...;5;rfi46REh-vNi-GmzNIHmxQ;E3PvQMOiAnCVTUgPSU1mJQ
8LPl2IXhX_iJSFgJ0PZ1QQ;I made a reservation only a couple of hours ahead. When I arrived I was seated right next to the kitchen window where food was given out. There were other...;3;zrE8xLdoH5fPjPb_VdXuEg;E3PvQMOiAnCVTUgPSU1mJQ
zDO6GG7CFZwDrOrr6FlpZg;Found this place on Yelp and decided to come for the highly rated beef bourguignon.  The food was amazing!  Highly recommend the beef bourguignon.  They had...;4;PFqCPci24Lr3vpi250HT2w;E3PvQMOiAnCVTUgPSU1mJQ
TdRYgGjvMLononu8i7_lrg;TOTALLY ASTOUNDING ! On Saturday, Oct 7th...our last full day in Paris, France my wife and I had a blockbuster finale planned. First up the Louvre Museum at...;5;w_zyLyhl58RJOtC5OSKAxQ;qq-0DAkiLPJivqCJff6nFw
je90abOxfJrsdRK5tRFXMQ;What a magical place! This place is a must see if you're in Paris! The Louvre is a large place, so wear comfortable shoes. Also they are closed on Tuesdays...;5;K4JVFJZc92DfL3ngSryJFg;qq-0DAkiLPJivqCJff6nFw
PN-D0BXCFFt_K1sLK40WeQ;I don't even know where to begin. My visit at the Lourve truly exceeded all my expectations. This museum honestly did live up to its reputation. My husband...;5;-FPN1i-lbvtm95QnHHBDCw;qq-0DAkiLPJivqCJff6nFw
Db2CgFarzFbaZBSoImJM0Q;I had spent the morning contemplating modern art. During a two-week stint in Paris, I ended up at the ever fascinating Centre Pompidou, a museum I admire...;5;0jLkvUQcD2uUHuHDXvtfeA;kYb2q4Li8Cw2PY_I9lCJOw
467EPCpDxyJ71a6pC1jf7Q;We visited Paris and tried many restaurants, but Chez Janou was by FAR our favorite. We are still talking about it constantly and I hope to be able to come...;5;DoDEt5dnWnFEHUAnt_HdQQ;kYb2q4Li8Cw2PY_I9lCJOw
VT0nCA2fS2aoMA58ZjKvFA;Went twice during our Paris leg and although the greetings were sometimes French-snappy, I personally felt like my usual attitude fit right in. Make a rez...;5;7woBop5vY5hV4VLbKy7ZeA;kYb2q4Li8Cw2PY_I9lCJOw
lHsJOWiUdYz_Ih4er4Envg;While in Europe, you have to go to L'Arpege. I guess it should be while in France, but we really wanted to try this three Michelin star vegetarian...;5;YVFp6rkia-zXAMgc50anOg;NvQOJZ8mhKSwu1W4SSwpkQ
DHC7X19a5nHcSzd7XyF0Cw;We were so excited to go to a high-end, well rated French restaurant in Paris.  Maybe our expectations were too high and thus the meal was more perceived as...;3;eSlOI3GhroEtcbaD_nFXJQ;NvQOJZ8mhKSwu1W4SSwpkQ
skhU2D-Q_y6Qy5pPVo9_vA;Don't enjoy writing this review, but our experience here was the worst start to our recent trip to Paris. For what many would consider a bucket list...;2;LHsCa_aVta4UbbrcL4hE5A;NvQOJZ8mhKSwu1W4SSwpkQ
iyVk5S6CQF7SwO2kQ5__FQ;"Absolutely amazing.

Service was impeccable.  The staff had great senses of humor, were very patient in helping to explain items on the menu, tending to...";5;iCKdtLAXvvhzzVXcsqt_yQ;XlBCQgnHlYUByBejO8r79g
f2vex7hi8pv80NPXGxZu0w;"First time going to a 3* Michelin Restaurant so decided to opt for classical French as my first time.
---------------------------
-Canapes-
Duck Foie Gras...";4;3mRdO02gSlFZfjNqNRawsg;XlBCQgnHlYUByBejO8r79g
vTKNsWXlhL-uQ__0fYjB6w;"Good ambiance and service. 

Most importantly, the food is awesome! Definitely worth it! A real Michelin 3-star!

Love the sponge crab for appetizer and the...";5;flpkNMMaI4sX5qRYiISKQg;XlBCQgnHlYUByBejO8r79g
_qap6Eg-XjvVtGlL6JGbUg;Fantastic food. Definitely not an underground gem nor a locals place as my bilingual wife was the only person speaking French other than the wait staff...;5;jwxvJlG7yBzvK44n4_j0Lw;n-XIbgR-Gwb1CqBMyjwj0w
3v_btLUnr5q95s31U94L0w;"Tip: Make reservations.  They get booked up for dinner service.  

10/10 Beef bourguignon
10/10 Bone marrow 
10/10 Baked snails
9/10 Razor clams
7/10 Duck...";4;L6dq_Nii1EHkZjVNoA4xFA;n-XIbgR-Gwb1CqBMyjwj0w
GM9LNZI6r26QNT-qODoFsQ;This fantastic place came recommended from our hotel concierge, a spot on suggestion.  It's an informal but intimate environment, with checkered tablecloths...;5;NZpSScKhWtOBxPyTc8f23A;n-XIbgR-Gwb1CqBMyjwj0w
gFLJJV6b3EJ4NGEhYhlf_w;Pizza and crust were perfect, starters and pastas were very good as well. My daughter now likes truffle pasta.  Good atmosphere and overall fun place to eat.;5;tqLY4GXTcyMHZYyhN6s--Q;ce3vXRUtUKZjbGf2fv8VzQ
p1eZcRbClrCQVe9AfurDzQ;Boyfriend and I had date night here and loved it. Had a reservation and was seated right away. Beautiful interior and tableware. Definitely a good photo...;4;hg9V2qcLa8mw2WWM5omnfQ;ce3vXRUtUKZjbGf2fv8VzQ
tOuasMvYVPzr6P2ai14oYA;I came to this location because we weren't able to get reservations for Pink Mamma. This was a decent place. The interior is small but cute and packed on a...;3;bBNMKIK258-2Cg0JX1b1sA;ce3vXRUtUKZjbGf2fv8VzQ
XBkKzJ8pum7viOELD3v_6A;Food was delicious! Very nice staff including Chris. Nothing but great recommendations and just a nice genuine man! Thank you for being so welcoming and...;5;kHNKicIB9fXn-WdBQZhlMw;RcODJWKhY2jJGNoXK8e9xQ
2pvbgVNjZu2AV3BHEWAM1A;"This lovely little wine bar is located on a quiet street near Sorbonne University. It has a good wine selection; amble portions of traditional French...";5;VTpTPA9arK7HELfksHqnlg;RcODJWKhY2jJGNoXK8e9xQ
5jXL0QC7lMlDm-SzRAWQhw;"A lovely introduction to Paris!

We stopped here for dinner on our first night in town. It was just around the corner from our hotel and perfect for an...";4;SKi5d9Dk7Y6dYqPX2yDTnA;RcODJWKhY2jJGNoXK8e9xQ
doipD5RkQjE6JmQhJmM-WA;Sat at the bar for a solo lunch in this hip, cute spot by the Big Mamma Group. The menus are similar across the restaurant group but not all of them have...;5;x32wV3xPTpYdSHZ5_AxEkA;r22SOV14alXUSGru9LhIoQ
T89y1nlwBlvaK83hhHM0Mg;"Everything was just, ok! 

Food was ok, we had the truffle pasta out of the cheese thing, it was bland.

The service was ok, nothing wrong but nothing special.";3;UgWAtRXwe2mZMILPL0u9Qg;r22SOV14alXUSGru9LhIoQ
3fR93QM5R3G9r3R37H2t9A;After being turned away for not having a reservation the day before we were happily  greeted the next day by name (we were able to find a dinner reservation...;2;I0NHYWgues8bfN1icwRvuQ;r22SOV14alXUSGru9LhIoQ
IkoIaCkX95T3UX8qDZJriA;So, I managed to score reservations at the much ballyhooed Septime restaurant. And was quite excited to experience this very hyped 1 Michelin star...;4;ZOwcoHlFYXleg4ldAaFCSw;DS99xpMkcoH9qCkstWmRAw
tuz-DSVPZjptTgrSSA_45Q;Came here for lunch.. love the rustic vibe! Also loved that our waiter was so knowledgeable of all of the wines that came with the wine pairing. Food was...;5;5E5GdSqmj6u8_HJDIx5CfQ;DS99xpMkcoH9qCkstWmRAw
686bYbibFCqO4x15A9yVyw;"Shoutout to my boyfriend for waking up at 4:00 a.m. EST to snag the Septime reservation!

We came for lunch on a Monday and did the 70€ tasting. Highlights...";4;HVQKFDi-vZbawtmLMq3ZOw;DS99xpMkcoH9qCkstWmRAw
3Kb9XVUbq2aKnglX34K1bQ;"We made Thanksgiving reservations at this Monmartre treasure because of Anthony Bourdain's review in his world traveler book. 

It did not disappoint.

From...";5;kyMj9ljMUrfe9wtklcFB3g;aPLSj-9aNHSQpi7Sf5_9hA
89XZxQ9L8G7blPlUPkvH2A;Permanently closed please do not come and waste your time ....do not waste ur time do not come;1;VWTPfyRhxrYsWn5eSfRPRA;aPLSj-9aNHSQpi7Sf5_9hA
L5FCt7EIF_CdVTZ_Qurf1w;Stopped in on a short trip though Paris after reading some great reviews.  Despite its popularity, I was able to grab a table inside (outside was completely...;5;5gY9i8C-HfTuPG6hvOZucw;aPLSj-9aNHSQpi7Sf5_9hA
fdR8Pm6h1ovnx1c7M54UrQ;"First ""real"" taste of French food in Paris did not disappoint. Le Fumior is walking distance to many of the top attractions and great ambience.

After a...";5;jEq2ZKzgWtSNSfz0StKKNA;BvC_O7iWXp9vVTSBKxmMPA
jY9ZfqN1OCpqNrPV2DalHg;Were here for a late lunch. The menu is very short but great. We ordered ginger beef tartar and veal cold cut toast. Both are wonderful. My hot drink...;4;pysIFCgm5IHgnat9h99QWw;BvC_O7iWXp9vVTSBKxmMPA
ZBGMmYpJNIbhjVZTRYwQ0w;One of my favorite places in Paris. Beautiful backdrop. Warm ambiance. Outstanding cuisine and service. Try to go every time we're back in the city. Can't...;5;go0Tb14bg6r8pA2Olz2aGg;BvC_O7iWXp9vVTSBKxmMPA
Bz1QQHktPAulNUW4HMxAGQ;At first when you go in here you'd think it's like some kind of cafeteria. When you go downstairs it's so beautiful. The fondue was excellent, the waiter...;5;D1jnzP6BCl8wuDSY5glzfA;28m3vU-aLX76lMEyT3WL5Q
w9K3OO13WlJxkOxci_3FnA;Came here for a second time after the first being 5 years ago. Still delicious and a great experience! The cheese options and overall fondue is memorable....;4;A5ymNYLMb6ky0rCUKCdS-g;28m3vU-aLX76lMEyT3WL5Q
dVRQYZlnrw4x6fuQ3JlQ9w;For an extremely popular fondue place, I did not like the food but at least the portions were generous. The cheese for the raclette lacked the burnt texture...;3;RSyuYG8RShnxGzM1jM3k5A;28m3vU-aLX76lMEyT3WL5Q
oW2Tth4YZ5wtiqF18Lx5Wg;The restaurant is a bit off the beaten path a couple of blocks from the Louvre.  The ambiance is quiet and rustic.  The service was on the spot and the wait...;5;Sw5G5uzWmE9xN4F8TbeHGQ;n601y41nOORUePsM7KsuaA
9rytLoqliknDHFfIQMYlvg;"Bojour, thanks for stopping by and reading about my experience here. 
.
I was done shopping after galleries of Lafayette, it was dinner time here. I walked...";4;UJ5L7mncCdAb0M5CAvpCPw;n601y41nOORUePsM7KsuaA
DwD9N2dronHo8S7tC8g8zA;"food was delicious, customer service was amazing compared to other places. Highly recommend it.
Affordable prices Good location.";5;JTSjCkmKSgnsmBB2lSR_YA;n601y41nOORUePsM7KsuaA
HqUxjOOA5eAXS16XW2fXaw;I will never stop raving about the rice pudding at l'ami jean. I mean quite frankly the best dessert I had during my week in France. It's the perfect...;5;-Z69J2TrHTz8zUKbx6e4Cw;hzz02o6WpMtWywDf2wt5Gw
aGAB2iA16DpE3sz0t3yxZA;"The food and service was superb. 
The fish for the day, although not filling for e42 a small sliver, was truly melt in your mouth perfection. The beef...";4;5kFqe2wMxpKBcI2TGh-xNA;hzz02o6WpMtWywDf2wt5Gw
x0nZRizirE7tgWwBnIOjmQ;Really incredible. The beef charcuterie was perfect, the octopus was among the best I've had, and yet the parmesan soup was maybe our favorite of the three....;5;ufco-sxD9Org0AMxagNgQw;hzz02o6WpMtWywDf2wt5Gw
nqQRB60nfWyycLoQUFjx1Q;Of all the restaurants we tried during our week in Paris, this was our #1 favorite!!! If you're a seafood fan, HIGHLY recommend Clamato. Not only is...;5;Roys2WAHlYYEu1Uvb36U0Q;FLHycTS_iKSAHnD1thuuBQ
a6H4PRqap-EBEeLyn_qvrA;"The biggest surprise in our last trip to Paris! We were in the area trying to get into another restaurant that ""unfortunately"" was closed for a private...";5;vvNeFjQQFx3k-jyzkQKwNQ;FLHycTS_iKSAHnD1thuuBQ
pj1Z-CbZVTt0fr6KEdJ8eg;Maybe the best meal we had on a trip packed with incredible meals. Maybe also one of our very best meals of 2023. The mussels were spicy and perfect. The...;5;ufco-sxD9Org0AMxagNgQw;FLHycTS_iKSAHnD1thuuBQ
1tLv8Ho7JbzKU3KO2sc6KA;"The best Oysters and Shrimp!

We have been wanting to try Huitrerie Regis for our last couple of trips to Paris, but there was always a line for this very...";5;wrMz3KwPYEHcDLH5SW4lUA;vxz_Uq_hH_Ack1Av1HUbjw
EuP8adJWp-K1CKTd34GOLw;I read about Huitrerie Regis on a list of best oyster places in Paris, and it was extremely close to our hotel. So we gave it a shot. It is not an assuming...;5;W7Kz2IfXL6aVsFXnFWSwrg;vxz_Uq_hH_Ack1Av1HUbjw
9sn9FbJPJ0f2ufLroiNj5g;"It's not often that I take advice from a YouTube channel called ""Les Frenchies,"" featuring a woman who sports striped sailor sweaters and a sensible...";5;9cMyHiDW4Q6eJC7m11EsFQ;vxz_Uq_hH_Ack1Av1HUbjw
vScYO4LKwNIOijfrIEW1iw;"STUNNING!

My husband and I went to France for our 10 year anniversary and we both decided from the beginning that we wanted to skip the actual tour up the...";5;7Dsu8hk71JcaeGFOSFPwxg;In3z-xigGXnYXlBS-mhOPg
XZ1UQM4q9-hBkKk0wLddcw;"This is not my first time but it's my daughter's so I took her to see the top of the tower.
We had lunch at the restaurant on the second floor first to...";4;DenVJ-aebyk5_kX-ngXFVg;In3z-xigGXnYXlBS-mhOPg
9Hznzkz2Y9CrSnjgAUMgLQ;"one of the world's most recognizable structure.
Yes, i've seen countless pictures and movies but nothing compared to actually seeing it in person for the...";4;PhmMWBBQda24K9z6b9R-sA;In3z-xigGXnYXlBS-mhOPg
